time,store,total_sek,member,age
2021-01-03T09:39:03+00:00,store2,149,True,34
2021-01-03T09:40:56+00:00,store3,105,False,na
2021-01-03T09:45:34+00:00,store3,475,True,82
2021-01-03T09:52:42+00:00,store1,147,True,73
2021-01-03T09:53:57+00:00,store3,50,False,na
2021-01-03T09:55:31+00:00,store4,603,False,na
2021-01-03T09:57:01+00:00,store1,307,False,na
2021-01-03T10:11:22+00:00,store2,298,False,na
2021-01-03T10:13:44+00:00,store2,511,False,na
2021-01-03T10:23:06+00:00,store3,567,True,45
2021-01-03T10:26:05+00:00,store4,518,True,44
2021-01-03T10:33:46+00:00,store1,206,False,na
2021-01-03T10:35:36+00:00,store1,50,False,na
2021-01-03T10:37:14+00:00,store2,266,True,95
2021-01-03T10:37:57+00:00,store3,301,True,49
2021-01-03T10:38:35+00:00,store4,471,True,85
2021-01-03T10:41:57+00:00,store4,177,True,80
2021-01-03T10:42:46+00:00,store3,50,True,43
2021-01-03T10:43:01+00:00,store4,564,False,na
2021-01-03T10:43:55+00:00,store4,98,False,na
2021-01-03T10:48:35+00:00,store3,164,False,na
2021-01-03T10:49:03+00:00,store1,50,False,na
2021-01-03T10:50:48+00:00,store3,50,False,na
2021-01-03T10:51:38+00:00,store2,557,False,na
2021-01-03T10:52:01+00:00,store2,279,False,na
2021-01-03T10:53:11+00:00,store1,492,False,na
2021-01-03T10:56:02+00:00,store4,408,False,na
2021-01-03T10:56:49+00:00,store3,235,False,na
2021-01-03T10:56:53+00:00,store1,284,False,na
2021-01-03T10:59:57+00:00,store4,279,False,na
2021-01-03T11:00:03+00:00,store4,342,False,na
2021-01-03T11:00:42+00:00,store4,390,False,na
2021-01-03T11:01:40+00:00,store3,348,True,42
2021-01-03T11:04:42+00:00,store3,146,True,52
2021-01-03T11:07:05+00:00,store1,76,False,na
2021-01-03T11:13:44+00:00,store2,396,False,na
2021-01-03T11:14:09+00:00,store2,50,False,na
2021-01-03T11:14:42+00:00,store3,330,False,na
2021-01-03T11:16:15+00:00,store2,363,False,na
2021-01-03T11:16:32+00:00,store3,50,False,na
2021-01-03T11:17:11+00:00,store2,243,False,na
2021-01-03T11:17:27+00:00,store3,50,False,na
2021-01-03T11:21:14+00:00,store4,85,False,na
2021-01-03T11:25:03+00:00,store3,50,False,na
2021-01-03T11:26:18+00:00,store4,50,True,37
2021-01-03T11:29:36+00:00,store4,217,True,64
2021-01-03T11:32:28+00:00,store4,188,True,67
2021-01-03T11:33:30+00:00,store3,216,False,na
2021-01-03T11:34:49+00:00,store1,310,False,na
2021-01-03T11:39:49+00:00,store3,289,False,na
2021-01-03T11:47:17+00:00,store3,428,False,na
2021-01-03T11:48:18+00:00,store3,590,False,na
2021-01-03T11:51:01+00:00,store1,301,True,83
2021-01-03T12:01:35+00:00,store3,50,False,na
2021-01-03T12:01:49+00:00,store3,240,True,86
2021-01-03T12:02:54+00:00,store3,116,False,na
2021-01-03T12:08:47+00:00,store1,287,True,73
2021-01-03T12:10:06+00:00,store2,777,False,na
2021-01-03T12:10:16+00:00,store2,210,True,43
2021-01-03T12:10:28+00:00,store3,50,True,49
2021-01-03T12:11:31+00:00,store1,50,False,na
2021-01-03T12:20:02+00:00,store2,50,True,85
2021-01-03T12:24:19+00:00,store4,69,False,na
2021-01-03T12:25:46+00:00,store1,275,True,79
2021-01-03T12:28:43+00:00,store2,391,False,na
2021-01-03T12:30:07+00:00,store4,513,True,36
2021-01-03T12:31:25+00:00,store3,400,False,na
2021-01-03T12:36:27+00:00,store4,267,False,na
2021-01-03T12:38:26+00:00,store3,50,False,na
2021-01-03T12:42:34+00:00,store2,50,False,na
2021-01-03T12:42:51+00:00,store3,373,False,na
2021-01-03T12:44:14+00:00,store4,113,False,na
2021-01-03T12:46:23+00:00,store2,50,False,na
2021-01-03T12:50:42+00:00,store2,163,False,na
2021-01-03T12:52:46+00:00,store2,50,False,na
2021-01-03T12:54:51+00:00,store3,50,False,na
2021-01-03T12:54:58+00:00,store4,384,False,na
2021-01-03T12:57:20+00:00,store4,64,False,na
2021-01-03T12:57:56+00:00,store2,50,False,na
2021-01-03T12:58:17+00:00,store4,104,True,48
2021-01-03T13:00:19+00:00,store3,528,True,50
2021-01-03T13:08:44+00:00,store1,50,True,72
2021-01-03T13:11:44+00:00,store3,50,False,na
2021-01-03T13:12:33+00:00,store3,85,True,35
2021-01-03T13:12:35+00:00,store2,50,False,na
2021-01-03T13:12:54+00:00,store4,202,True,39
2021-01-03T13:18:23+00:00,store1,548,True,89
2021-01-03T13:20:16+00:00,store4,499,True,46
2021-01-03T13:30:06+00:00,store3,242,False,na
2021-01-03T13:31:21+00:00,store3,168,True,48
2021-01-03T13:37:31+00:00,store1,368,False,na
2021-01-03T13:40:02+00:00,store1,228,False,na
2021-01-03T13:42:32+00:00,store3,354,True,78
2021-01-03T13:47:07+00:00,store2,50,False,na
2021-01-03T13:51:43+00:00,store4,96,False,na
2021-01-03T13:52:37+00:00,store2,234,True,36
2021-01-03T13:59:26+00:00,store1,50,False,na
2021-01-03T14:00:39+00:00,store1,50,True,18
2021-01-03T14:02:15+00:00,store1,229,False,na
2021-01-03T14:07:14+00:00,store3,50,True,65
2021-01-03T14:08:59+00:00,store3,82,False,na
2021-01-03T14:10:46+00:00,store4,392,False,na
2021-01-03T14:16:19+00:00,store1,184,False,na
2021-01-03T14:20:27+00:00,store1,50,False,na
2021-01-03T14:23:22+00:00,store3,196,True,59
2021-01-03T14:24:08+00:00,store4,444,False,na
2021-01-03T14:38:12+00:00,store1,349,False,na
2021-01-03T14:38:19+00:00,store3,452,False,na
2021-01-03T14:39:07+00:00,store4,380,True,67
2021-01-03T14:40:10+00:00,store3,70,True,80
2021-01-03T14:40:41+00:00,store3,50,False,na
2021-01-03T14:43:36+00:00,store3,55,False,na
2021-01-03T14:54:42+00:00,store2,362,True,93
2021-01-03T15:01:22+00:00,store2,50,True,72
2021-01-03T15:01:57+00:00,store4,50,True,58
2021-01-03T15:02:40+00:00,store1,59,True,43
2021-01-03T15:03:56+00:00,store2,180,False,na
2021-01-03T15:04:31+00:00,store1,178,False,na
2021-01-03T15:04:55+00:00,store2,168,False,na
2021-01-03T15:05:59+00:00,store2,311,True,46
2021-01-03T15:07:42+00:00,store2,270,True,36
2021-01-03T15:07:51+00:00,store3,596,False,na
2021-01-03T15:08:00+00:00,store2,536,True,64
2021-01-03T15:08:11+00:00,store1,156,False,na
2021-01-03T15:08:26+00:00,store4,277,False,na
2021-01-03T15:10:12+00:00,store4,50,True,37
2021-01-03T15:10:17+00:00,store3,375,True,36
2021-01-03T15:14:06+00:00,store2,71,True,35
2021-01-03T15:15:22+00:00,store1,168,False,na
2021-01-03T15:15:46+00:00,store2,363,True,80
2021-01-03T15:16:42+00:00,store3,63,True,55
2021-01-03T15:17:23+00:00,store3,65,True,73
2021-01-03T15:19:38+00:00,store4,220,True,58
2021-01-03T15:19:56+00:00,store4,282,False,na
2021-01-03T15:21:18+00:00,store4,195,True,28
2021-01-03T15:22:52+00:00,store1,50,True,83
2021-01-03T15:23:39+00:00,store1,351,False,na
2021-01-03T15:26:00+00:00,store2,102,True,25
2021-01-03T15:26:43+00:00,store3,78,True,60
2021-01-03T15:28:51+00:00,store1,217,False,na
2021-01-03T15:34:38+00:00,store1,494,False,na
2021-01-03T15:39:08+00:00,store1,50,True,53
2021-01-03T15:39:17+00:00,store2,540,True,52
2021-01-03T15:41:21+00:00,store1,50,True,68
2021-01-03T15:41:59+00:00,store2,208,False,na
2021-01-03T15:45:19+00:00,store2,417,False,na
2021-01-03T15:47:51+00:00,store1,238,False,na
2021-01-03T15:51:52+00:00,store1,50,False,na
2021-01-03T15:55:09+00:00,store3,119,False,na
2021-01-03T15:58:55+00:00,store1,488,False,na
2021-01-03T15:59:51+00:00,store3,551,False,na
2021-01-03T16:01:27+00:00,store1,148,False,na
2021-01-03T16:02:52+00:00,store4,646,False,na
2021-01-03T16:04:06+00:00,store2,153,False,na
2021-01-03T16:05:24+00:00,store1,108,True,85
2021-01-03T16:08:54+00:00,store4,263,True,57
2021-01-03T16:09:06+00:00,store1,263,False,na
2021-01-03T16:13:46+00:00,store4,50,False,na
2021-01-03T16:16:11+00:00,store4,91,True,50
2021-01-03T16:21:53+00:00,store2,759,False,na
2021-01-03T16:23:10+00:00,store1,293,False,na
2021-01-03T16:25:09+00:00,store1,145,True,53
2021-01-03T16:30:11+00:00,store2,89,False,na
2021-01-03T16:35:55+00:00,store3,221,False,na
2021-01-03T16:38:08+00:00,store1,112,True,73
2021-01-03T16:40:04+00:00,store2,182,False,na
2021-01-03T16:41:50+00:00,store4,107,True,48
2021-01-03T16:46:54+00:00,store1,50,True,57
2021-01-03T16:50:45+00:00,store4,539,True,52
2021-01-03T16:51:01+00:00,store2,287,True,18
2021-01-03T16:51:34+00:00,store2,218,True,81
2021-01-03T16:52:08+00:00,store2,50,False,na
2021-01-03T16:52:44+00:00,store4,146,True,87
2021-01-03T16:55:33+00:00,store3,179,False,na
2021-01-03T16:56:58+00:00,store1,50,True,54
2021-01-03T17:00:32+00:00,store4,140,False,na
2021-01-03T17:02:05+00:00,store2,652,False,na
2021-01-03T17:05:40+00:00,store4,50,True,32
2021-01-03T17:07:52+00:00,store3,50,True,56
2021-01-03T17:08:53+00:00,store3,50,False,na
2021-01-03T17:15:36+00:00,store1,50,False,na
2021-01-03T17:17:10+00:00,store2,50,False,na
2021-01-03T17:17:26+00:00,store4,50,False,na
2021-01-03T17:26:41+00:00,store3,206,True,36
2021-01-03T17:27:42+00:00,store2,520,True,88
2021-01-03T17:36:49+00:00,store4,211,False,na
2021-01-03T17:37:54+00:00,store1,210,True,45
2021-01-03T17:41:11+00:00,store3,300,False,na
2021-01-03T17:42:03+00:00,store1,50,False,na
2021-01-03T17:49:04+00:00,store2,140,False,na
2021-01-03T17:49:14+00:00,store4,227,True,53
2021-01-03T17:49:58+00:00,store4,344,False,na
2021-01-03T17:49:59+00:00,store3,381,False,na
2021-01-03T17:52:36+00:00,store2,50,True,65
2021-01-03T17:54:17+00:00,store3,255,False,na
2021-01-03T17:56:03+00:00,store1,50,False,na
2021-01-03T17:56:10+00:00,store3,771,False,na
2021-01-03T17:56:30+00:00,store3,162,False,na
2021-01-03T18:01:39+00:00,store1,311,True,33
2021-01-03T18:02:20+00:00,store1,93,False,na
2021-01-03T18:10:56+00:00,store1,480,True,30
2021-01-03T18:13:30+00:00,store3,50,False,na
2021-01-03T18:18:45+00:00,store2,408,True,70
2021-01-03T18:22:12+00:00,store2,378,False,na
2021-01-03T18:23:35+00:00,store4,171,True,48
2021-01-03T18:29:09+00:00,store3,209,False,na
2021-01-03T18:30:21+00:00,store4,50,False,na
2021-01-03T18:32:26+00:00,store3,50,False,na
2021-01-03T18:32:50+00:00,store4,183,False,na
2021-01-03T18:38:25+00:00,store1,117,True,26
2021-01-03T18:40:24+00:00,store3,516,False,na
2021-01-03T18:44:45+00:00,store1,683,False,na
2021-01-03T18:47:02+00:00,store2,50,True,60
2021-01-03T18:47:23+00:00,store4,421,True,70
2021-01-03T18:50:54+00:00,store1,433,False,na
2021-01-03T18:52:17+00:00,store1,361,True,55
2021-01-03T18:52:22+00:00,store2,50,True,52
2021-01-03T18:55:36+00:00,store1,678,True,56
2021-01-03T18:57:35+00:00,store4,50,False,na
2021-01-03T19:05:29+00:00,store4,649,True,41
2021-01-03T19:08:11+00:00,store3,446,False,na
2021-01-03T19:08:12+00:00,store4,265,True,17
2021-01-03T19:10:49+00:00,store1,50,True,50
2021-01-03T19:16:21+00:00,store2,489,False,na
2021-01-03T19:18:08+00:00,store3,50,False,na
2021-01-03T19:18:23+00:00,store3,474,True,65
2021-01-03T19:20:35+00:00,store3,198,True,49
2021-01-03T19:20:45+00:00,store1,246,True,45
2021-01-03T19:24:52+00:00,store3,66,True,45
2021-01-03T19:25:24+00:00,store1,524,False,na
2021-01-03T19:27:09+00:00,store1,395,True,90
2021-01-03T19:29:18+00:00,store3,290,True,37
2021-01-03T19:30:46+00:00,store3,189,False,na
2021-01-03T19:31:22+00:00,store1,176,False,na
2021-01-03T19:31:56+00:00,store3,380,False,na
2021-01-03T19:35:00+00:00,store2,284,True,56
2021-01-03T19:43:55+00:00,store1,50,False,na
2021-01-03T19:44:08+00:00,store1,138,True,37
2021-01-03T19:49:32+00:00,store3,81,False,na
